Accepted Symbol,Scientific Name,Common Name,State and Province,Duration,Growth Hit,Native Status,Invasive,Image Gallery,Active Growth Period,After Harvest Regrowth Rate,Flower Color,Flower Conspicuous,Fruit Color,Fruit Conspicuous,Growth Rate,"Height, Mature (feet)",Lifespan,Toxicity,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Drought Tolerance,Moisture Use,Precipitation (Maximum),"Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,Bloom Period,Fruit/Seed Period Begin,Fruit/Seed Period End
ALGL2,Alnus glutinosa,European alder,"[CT, DC, DE, IA, IL, IN, KS, KY, MA, MI, MN, MO, MS, NJ, NY, OH, PA, TN, VA, VT, WI]",Perennial,Tree,Introduced,"SEEPPC, WI",Photo,Spring and Summer,,Purple,No,Brown,Yes,Rapid,45,Moderate,None,Yes,Yes,Yes,Medium,Medium,65,16,Low,Intermediate,Mid Spring,Summer,Fall
ALIN2,Alnus incana,gray alder,"[AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, UT, VA, VT, WA, WI, WV, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,,No,Brown,No,Rapid,25,Short,None,Yes,Yes,Yes,Low,High,60,24,None,Intermediate,Spring,Spring,Summer
ALINT,Alnus incana ssp. tenuifolia,thinleaf alder,"[AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,"Shrub, Tree",Native,,Photo,Spring and Summer,,Purple,No,Brown,No,Rapid,20,Moderate,None,Yes,Yes,No,Low,High,20,18,None,Intermediate,Early Spring,Summer,Fall
ALJU,Albizia julibrissin,silktree,"[AL, AR, AZ, CA, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, NM, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV]",Perennial,"Tree, Shrub",Introduced,"FLEPPC, SEEPPC",Photo,Spring and Summer,,White,Yes,Brown,Yes,Rapid,20,Short,None,Yes,Yes,Yes,Medium,Medium,60,30,Low,Intolerant,Mid Summer,Summer,Fall
ALMA7,Alnus maritima,seaside alder,"[DE, GA, MD, OK]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,,No,Brown,Yes,Moderate,30,Moderate,None,Yes,Yes,Yes,Low,High,50,20,None,Intermediate,Late Summer,Summer,Fall
ALMA8,Alopecurus magellanicus,Alpine Meadow-Foxtail,"[AK, CO, ID, MT, UT, WY]",Perennial,Graminoid,Native,,,,,,,,,,,,,,,,,,,,,,,,
ALMA8,Alopecurus alpinus,,,,,,,Photo,Spring and Summer,Slow,White,No,Green,No,Moderate,0.5,Short,None,No,Yes,Yes,Low,High,24,6,Medium,Intermediate,Mid Spring,Spring,Summer
ALMO,Aleurites moluccanus,Indian walnut,"[FL, HI, PW]",Perennial,Tree,Introduced,,,,,,,,,,,,,,,,,,,,,,,,
ALMO,Aleurites moluccana,,,,,,,Photo,Year Round,,White,Yes,Black,Yes,Moderate,50,Long,None,Yes,Yes,Yes,Medium,Medium,200,36,None,Intermediate,Spring,Spring,Summer
ALPH,Alternanthera philoxeroides,alligatorweed,"[AL, AR, CA, FL, GA, IL, KY, LA, MS, NC, OK, SC, TN, TX, VA]",Perennial,Forb/herb,Introduced,"FLEPPC, SEEPPC, STATE, SWSS",Photo,Spring,Slow,White,No,,No,Rapid,0.2,Short,None,Yes,Yes,Yes,Low,High,60,10,Low,Intermediate,Early Spring,Spring,Summer
ALPR3,Alopecurus pratensis,meadow foxtail,"[AK, AL, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Introduced,,Photo,Spring and Summer,Rapid,Yellow,No,Brown,No,Rapid,3.0,Long,None,No,Yes,Yes,Low,High,60,12,Low,Intolerant,Spring,Spring,Summer
ALRH2,Alnus rhombifolia,white alder,"[CA, ID, MT, NV, OR, WA]",Perennial,Tree,Native,,Photo,Spring and Summer,,Green,No,Brown,No,Rapid,65,Long,None,Yes,Yes,Yes,Low,High,125,12,None,Tolerant,Fall,Summer,Summer
ALRU2,Alnus rubra,red alder,"[AK, CA, ID, MT, OR, WA]",Perennial,Tree,Native,,Photo,"Spring, Summer, Fall",,Red,No,Brown,No,Rapid,90,Short,None,Yes,Yes,Yes,Medium,High,220,25,None,Intolerant,Early Spring,Fall,Spring
ALSE2,Alnus serrulata,hazel alder,"[AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,,No,Brown,No,Rapid,30,Moderate,None,Yes,Yes,Yes,Low,High,60,24,None,Intolerant,Spring,Summer,Summer
ALTE,Allium textile,textile onion,"[CO, IA, ID, KS, MN, MT, ND, NE, NM, NV, SD, UT, WA, WY]",Perennial,Forb/herb,Native,WSWS,Photo,Spring,Slow,White,Yes,Brown,Yes,Rapid,1.0,Short,None,Yes,Yes,Yes,High,Medium,30,8,Low,Intermediate,Mid Spring,Spring,Summer
ALTO,Allium tolmiei,Tolmie's onion,"[CA, ID, NV, OR, WA]",Perennial,Forb/herb,Native,,Photo,Spring,Slow,Red,Yes,Brown,Yes,Rapid,1.0,Short,None,Yes,Yes,Yes,High,Medium,16,8,Low,Intolerant,Early Spring,Spring,Summer
ALVA,Allium validum,Pacific onion,"[CA, ID, NV, OR, WA]",Perennial,Forb/herb,Native,,Photo,Summer,Slow,Purple,Yes,Brown,Yes,Moderate,2.0,Short,None,No,Yes,Yes,Low,High,40,8,None,Intermediate,Late Spring,Summer,Summer
ALVIS,Alnus viridis ssp. sinuata,Sitka alder,"[AK, CA, ID, MT, OR, WA, WY]",Perennial,"Shrub, Tree",Native,,Photo,Spring and Summer,,,No,Brown,Yes,Slow,16,Long,None,Yes,Yes,No,Low,High,200,10,None,Intermediate,Summer,Summer,Fall
AMAL2,Amelanchier alnifolia,Saatoon serviceberry,"[AK, CA, CO, IA, ID, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Red,Yes,Moderate,15,Short,None,Yes,Yes,Yes,Low,Medium,140,24,Low,Intermediate,Early Summer,Summer,Fall
AMALS,Amelanchier alnifolia var. semiintegrifolia,Saskatoon serviceberry,"[AK, CA, OR, WA]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Purple,Yes,Moderate,20,Long,None,Yes,Yes,Yes,Low,Low,50,20,None,Intolerant,Late Spring,Summer,Summer
AMAR3,Amelanchier arborea,common serviceberry,"[AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Red,Yes,Slow,36,Moderate,None,Yes,Yes,No,Low,Medium,80,20,Low,Tolerant,Mid Spring,Spring,Summer
AMAR4,Ammophila arenaria,European beachgrass,"[CA, HI, MD, OR, PA, UM, WA]",Perennial,Graminoid,Introduced,Cal-IPC,Photo,Spring and Fall,Slow,Yellow,No,Brown,No,Moderate,2.0,Moderate,None,Yes,Yes,No,Medium,Medium,60,20,Low,Intolerant,Spring,Spring,Summer
AMBR,Ammophila breviligulata,American beachgrass,"[CA, CT, DE, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, OR, PA, RI, SC, VA, VT, WA, WI]",Perennial,Graminoid,Native,,Photo,"Spring, Summer, Fall",Slow,Yellow,No,Brown,No,Rapid,2.5,Moderate,None,Yes,Yes,No,Medium,Medium,60,20,Medium,Intolerant,Spring,Summer,Summer
AMCA,Amaranthus californicus,California amaranth,"[CA, ID, KS, MT, NE, NV, OR, SD, TX, UT, WA, WY]",Annual,Forb/herb,Native,,Photo,"Spring, Summer, Fall",Moderate,Red,No,Red,Yes,Moderate,1.0,,None,No,Yes,Yes,Low,Medium,24,4,None,Intolerant,Summer,Summer,Summer
AMCA4,Amelanchier canadensis,Canadian serviceberry,"[AL, CT, DC, DE, GA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TN, VA, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Purple,Yes,Moderate,23,Long,None,Yes,Yes,Yes,Low,Medium,60,20,Medium,Intermediate,Mid Spring,Summer,Fall
AMCA6,Amorpha canescens,leadplant,"[AR, CO, IA, IL, IN, KS, LA, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY]",Perennial,"Subshrub, Shrub",Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Moderate,4.0,Long,None,Yes,Yes,No,High,Low,45,20,Low,Tolerant,Early Summer,Summer,Fall
AMCO,Ammannia coccinea,valley redstem,"[AL, AR, AZ, CA, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, ND, NE, NJ, NM, OH, OK, PA, SC, SD, TN, TX, VA, WV]",Annual,"Subshrub, Forb/herb",Native,SWSS,Photo,Spring,,Purple,Yes,,No,Moderate,1.6,,None,No,Yes,Yes,Medium,Medium,60,12,Low,Intolerant,Indeterminate,Spring,Fall
AMCO2,Ampelopsis cordata,heartleaf peppervine,"[AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, OH, OK, SC, TN, TX, VA, WV]",Perennial,Vine,Native,,Photo,Spring and Summer,,White,Yes,Black,No,Moderate,2.0,Moderate,None,Yes,Yes,Yes,Low,Medium,60,12,None,Tolerant,Late Spring,Spring,Summer
AMDU2,Ambrosia dumosa,burrobush,"[AZ, CA, NV, UT]",Perennial,"Subshrub, Shrub",Native,,Photo,Spring and Summer,,Yellow,No,Black,No,Rapid,2.0,Short,None,Yes,Yes,No,High,Low,11,12,Medium,Intolerant,Late Winter,Summer,Fall
AMFR,Amorpha fruticosa,false indigo bush,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Shrub,Native,STATE,Photo,Summer,,Purple,Yes,Brown,No,Moderate,15,Moderate,Slight,Yes,Yes,No,Medium,High,45,12,Medium,Intolerant,Early Spring,Summer,Fall
AMGL2,Amorpha glabra,mountain false indigo,"[AL, GA, NC, SC, TN]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Moderate,16,Long,Slight,Yes,Yes,No,Medium,Medium,60,20,None,Intermediate,Mid Spring,Summer,Fall
AMLA,Amelanchier laevis,Allegheny serviceberry,"[AL, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WA, WI, WV]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Purple,Yes,Moderate,35,Short,None,Yes,Yes,No,Medium,Medium,60,30,Low,Tolerant,Early Spring,Spring,Summer
AMLY,Amsinckia lycopsoides,tarweed fiddleneck,"[AK, CA, CO, CT, ID, IL, MA, MO, MS, MT, ND, NE, NH, NY, OH, OK, OR, PA, TX, UT, WA, WI, WY]",Annual,Forb/herb,Native,,Photo,Spring and Summer,Slow,Yellow,No,Brown,Yes,Moderate,3.0,,Severe,No,Yes,No,High,Low,16,6,Medium,Intolerant,Late Spring,Spring,Summer
AMSA,Amelanchier sanguinea,roundleaf serviceberry,"[CT, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, PA, TN, VA, VT, WI, WV]",Perennial,"Tree, Shrub",Native,,,Spring and Summer,,White,Yes,Purple,Yes,Moderate,10,Moderate,None,Yes,Yes,No,Medium,Medium,55,24,None,Tolerant,Late Spring,Summer,Fall
AMUT,Amelanchier utahensis,Utah serviceberry,"[AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WA, WY]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Red,Yes,Rapid,15,Long,None,Yes,Yes,Yes,High,Medium,45,24,None,Intermediate,Late Spring,Summer,Summer
ANAR3,Angelica arguta,Lyall's angelica,"[AK, CA, ID, MT, NV, OR, WA, WY]",Perennial,Forb/herb,Native,,Photo,Summer,Slow,White,Yes,Brown,No,Rapid,6.0,Moderate,None,No,Yes,Yes,Low,High,20,10,None,Intermediate,Mid Spring,Summer,Summer
ANCO,Antennaria corymbosa,flat-top pussoes,"[CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,White,No,Brown,No,Slow,1.0,Short,None,No,Yes,No,Low,High,60,10,None,Tolerant,Spring,Spring,Summer
ANCO30,Ananas comosus,pineapple,"[FL, PW, UM]",Perennial,Forb/herb,Introduced,,Photo,Spring and Summer,,Green,No,Orange,Yes,Slow,3.0,Moderate,None,Yes,Yes,Yes,Medium,Medium,80,24,Medium,Tolerant,Indeterminate,Year Round,Year Round
ANDI2,Antennaria dimorpha,low pussoes,"[CA, CO, ID, MT, NE, NV, OR, UT, WA, WY]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,Moderate,Purple,No,Brown,No,Slow,0.3,Short,None,Yes,Yes,No,High,Low,40,14,Low,Intermediate,Late Spring,Spring,Summer
ANGE,Andropogon gerardii,big bluestem,"[AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY]",Perennial,Graminoid,Native,SWSS,Photo,Summer,Moderate,Yellow,No,Brown,No,Moderate,7.0,Long,None,Yes,Yes,Yes,High,Low,33,20,Low,Intolerant,Mid Summer,Summer,Fall
ANGL2,Andropogon glomeratus,bushy bluestem,"[AL, AR, AZ, CA, DC, DE, FL, GA, HI, IL, KY, LA, MA, MD, MS, NAV, NC, NJ, NM, NV, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, WV]",Perennial,Graminoid,Native,,Photo,Summer,Moderate,White,No,Brown,No,Moderate,6.3,Moderate,None,Yes,Yes,Yes,Low,High,70,12,Low,Intolerant,Late Summer,Fall,Winter
ANGL4,Annona glabra,pond apple,[FL],Perennial,"Tree, Shrub",Native,,Photo,,,Yellow,No,Green,No,,10,Short,None,No,No,No,Medium,,70,24,Low,Tolerant,,,
ANHA,Andropogon hallii,sand bluestem,"[AZ, CO, IA, IL, IN, KS, MN, MT, ND, NE, NM, OK, SD, TX, UT, WY]",Perennial,Graminoid,Native,,Photo,Summer,Moderate,Yellow,No,Brown,No,Moderate,6.4,Moderate,None,Yes,No,No,High,Low,30,20,Low,Intolerant,Mid Summer,Summer,Fall
ANIN,Andira inermis,cabbagebark tree,[FL],Perennial,Tree,Native,,Photo,Year Round,,White,Yes,Brown,Yes,Rapid,90,Long,Moderate,Yes,Yes,No,Medium,Low,256,36,Medium,Intolerant,Summer,Summer,Fall
ANMA,Anaphalis margaritacea,western pearly everlasting,"[AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,,Yellow,Yes,Black,No,Rapid,3.0,Short,None,No,Yes,No,Medium,Medium,35,6,None,Intermediate,Early Summer,Summer,Fall
ANMI3,Antennaria microphylla,littleleaf pussoes,"[AK, AZ, CA, CO, ID, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]",Perennial,Forb/herb,Native,,,Spring and Summer,Slow,White,No,Brown,No,Slow,1.0,Short,None,No,Yes,Yes,Medium,Low,40,12,Low,Intolerant,Mid Spring,Spring,Summer
ANMU,Anemone multifida,Pacific anemone,"[AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NE, NM, NV, NY, OR, SD, UT, VT, WA, WI, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Rapid,Yellow,Yes,Black,No,Rapid,2.0,Short,None,Yes,Yes,No,Low,Medium,60,6,None,Tolerant,Early Summer,Summer,Fall
ANNE,Antennaria neglecta,field pussoes,"[AR, CO, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SD, TN, VA, VT, WI, WV, WY]",Perennial,Forb/herb,Native,,,Spring and Summer,Slow,Red,No,Brown,No,Slow,1.0,Short,None,No,Yes,Yes,Low,Low,60,9,None,Intolerant,Late Spring,Spring,Summer
ANSQ,Annona squamosa,sugar apple,"[FL, PW]",Perennial,Tree,Native,,Photo,Summer and Fall,,Yellow,Yes,Green,Yes,,20,Short,Slight,Yes,Yes,No,High,,98,24,Low,Intolerant,Summer,Fall,Fall
ANTE2,Andropogon ternarius,splitbeard bluestem,"[AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA]",Perennial,Graminoid,Native,,Photo,Summer,Slow,Green,No,Yellow,No,Moderate,3.9,Moderate,None,Yes,Yes,No,High,Low,60,10,None,Tolerant,Late Summer,Summer,Fall
ANTH2,Anisacanthus thurberi,Thurber's desert honeysuckle,"[AZ, NM]",Perennial,Shrub,Native,,Photo,Spring and Summer,,Red,Yes,Brown,No,Moderate,4.5,Long,None,No,Yes,No,High,Low,14,18,Low,Intolerant,Mid Spring,Summer,Fall
ANVI2,Andropogon virginicus,broomsedge bluestem," [AL, AR, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, UM, VA, WV]",Perennial,Graminoid,Native,"HEAR, KY, N'EAST, STATE, SWSS",Photo,Summer,Slow,Yellow,No,Brown,No,Slow,3.0,Moderate,None,No,Yes,Yes,High,Medium,45,14,Low,Intolerant,Late Spring,Summer,Summer
APAM,Apios americana,groundnut,"[AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV]",Perennial,"Vine, Forb/herb",Native,,Photo,Spring and Summer,Slow,Purple,Yes,Brown,No,Rapid,1.0,Moderate,None,Yes,Yes,Yes,Low,Medium,55,8,None,Tolerant,Late Spring,Summer,Summer
APCA,Apocynum canninum,Indianhemp,"[AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY]",Perennial,Forb/herb,Native,"KY, NE&GP, SWSS, WSWS",Photo,Spring and Summer,Slow,White,No,White,No,Moderate,3.3,Moderate,Severe,Yes,Yes,Yes,Medium,High,60,12,None,Intermediate,Summer,Summer,Fall
AQCO,Aquilegia coerulea,Colorado blue columbine,"[AZ, CO, ID, MT, NM, NV, SD, UT, WY]",Perennial,Forb/herb,Native,,Photo,,,,,,,,,,,,,,,,,,,,,,
AQCO,Aquilegia caerulea,,,,,,,Photo,Spring and Summer,Slow,Blue,Yes,Brown,No,Moderate,2.0,Short,None,Yes,Yes,No,Low,Medium,40,10,None,Tolerant,Late Spring,Spring,Summer
AQFO,Aquilegia formosa,western columbine,"[AK, CA, ID, MT, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Moderate,Red,Yes,Brown,Yes,Rapid,3.0,Short,None,Yes,Yes,No,Medium,Medium,60,6,None,Tolerant,Spring,Summer,Fall
ARAM2,Arnica amplexicaulis,clasping arnica,"[AK, CA, ID, MT, NV, OR, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Slow,Yellow,Yes,Brown,No,Moderate,2.5,Short,None,Yes,Yes,No,Low,High,40,6,None,Tolerant,Summer,Summer,Summer
ARAN7,Argentina anserina,silverweed cinquefoil,"[AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VT, WA, WI, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,,Yellow,Yes,Brown,No,Rapid,0.5,Short,None,Yes,Yes,Yes,Low,High,40,6,Low,Tolerant,Spring,Summer,Fall
ARAR2,Arbutus arizonica,Arizona madrone,"[AZ, NM]",Perennial,Tree,Native,,Photo,"Spring, Summer, Fall",,White,Yes,Red,Yes,Slow,30,Long,None,Yes,Yes,No,High,Low,24,48,Low,Intolerant,Late Spring,Summer,Fall
ARAR6,Aristida arizonica,Arizona threeawn,"[AZ, CO, NM, NV, OK, TX, UT]",Perennial,Graminoid,Native,,,Summer,Slow,Yellow,No,Brown,No,Rapid,2.0,Moderate,None,Yes,No,No,High,Low,15,12,Low,Intolerant,Mid Summer,Summer,Summer
ARAR7,Aronia arbutifolia,red chokeberry,"[AL, AR, CT, DC, DE, FL, GA, KY, LA, MA, MD, ME, MS, NC, NH, NJ, NY, OK, PA, RI, SC, TN, TX, VA, WV]",Perennial,"Shrub, ",Native,,,,,,,,,,,,,,,,,,,,,,,,
ARAR7,Photinia pyrifolia,,,,,,,Photo,Spring and Summer,,White,Yes,Red,Yes,Moderate,5.0,Moderate,None,No,Yes,Yes,Low,High,60,20,Low,Intolerant,Mid Spring,Summer,Fall
ARAR8,Artemisia arbuscula,little sagebrush,"[CA, CO, ID, MT, NM, NV, OR, UT, WA, WY]",Perennial,"Shrub, Subshrub",Native,,Photo,Spring and Summer,,White,No,Brown,No,Slow,2.0,Long,None,Yes,Yes,Yes,High,Low,20,10,Medium,Intolerant,Late Summer,Summer,Fall
ARCA13,Artemisia cana,silver sagebrush,"[AK, AZ, CA, CO, ID, MN, MT, ND, NE, NM, NV, OR, SD, UT, WY]",Perennial,"Subshrub, Shrub",Native,WSWS,Photo,"Spring, Summer, Fall",,Yellow,No,Brown,No,Moderate,5.0,Long,None,Yes,Yes,Yes,High,Low,40,20,Low,Intolerant,Late Summer,Summer,Fall
ARCO3,Arctostaphylos columbiana,hairy manzanita,"[CA, OR, WA]",Perennial,"Tree, Shrub",Native,,Photo,Spring and Summer,,White,Yes,Brown,No,Slow,6.0,Moderate,None,Yes,Yes,Yes,Low,Low,35,7,None,Intermediate,Early Spring,Summer,Fall
ARCO9,Arnica cordifolia,heartleaf arnica,"[AK, AZ, CA, CO, ID, MI, MT, ND, NM, NV, OR, SD, UT, WA, WY]",Perennial,Forb/herb,Native,,Photo,Spring and Summer,Rapid,Yellow,Yes,White,No,Rapid,1.5,Short,None,Yes,Yes,Yes,Low,High,35,6,None,Tolerant,Late Spring,Summer,Fall
ARDI5,Aristida divaricata,poverty threeawn,"[AZ, CA, CO, KS, NM, OK, TX]",Perennial,Graminoid,Native,,,Spring and Summer,Slow,Yellow,No,Brown,No,Slow,1.3,Moderate,None,Yes,Yes,No,High,Low,45,12,Low,Intermediate,Late Spring,Spring,Summer
ARDO4,Arundo donax,giant reed,"[AL, AR, AZ, CA, DE, FL, GA, HI, IL, KS, KY, LA, MD, MO, MS, NC, NM, NV, OK, PW, SC, TN, TX, UT, VA, WV]",Perennial,"Subshrub, Shrub, Graminoid",Introduced,"Cal-IPC, HEAR, SEEPPC, STATE",Photo,"Spring, Summer, Fall",Rapid,,No,,No,Rapid,9.0,Moderate,None,No,Yes,Yes,Low,High,65,24,None,Intermediate,Late Spring,,
ARDR,Aris drummondii,Drummond's rockcress,"[AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, RI, SD, UT, VT, WA, WI, WY]","Biennial, Perennial",Forb/herb,Native,,Photo,Spring and Summer,,White,Yes,Brown,No,Moderate,2.0,Short,None,Yes,Yes,No,Low,Medium,60,6,None,Intermediate,Late Spring,Summer,Summer
AREL3,Arrhenatherum elatius,tall oatgrass,"[AK, AL, AR, AZ, CA, CO, CT, DC, DE, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY]",Perennial,Graminoid,Introduced,,Photo,Spring,Moderate,Yellow,No,Brown,No,Moderate,4.0,Moderate,None,Yes,Yes,Yes,Medium,Medium,50,14,Medium,Intermediate,Early Summer,Spring,Summer
ARFR4,Artemisia frigida,prairie sagewort,"[AK, AZ, CO, CT, IA, ID, IL, KS, MA, MI, MN, MO, MT, ND, NE, NJ, NM, NV, NY, PA, SD, TX, UT, VT, WA, WI, WY]",Perennial,Subshrub,Native,"NE&GP, WSWS",Photo,Spring and Fall,,White,No,White,No,Rapid,2.0,Short,None,Yes,Yes,Yes,High,Low,40,8,Medium,Intermediate,Summer,Summer,Fall
ARGI,Arundinaria gigantea,giant cane,"[AL, AR, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, SC, TN, TX, VA, WV]",Perennial,"Subshrub, Shrub, Graminoid",Native,,Photo,Spring,Rapid,,No,,No,Rapid,25,Long,None,Yes,Yes,Yes,Medium,Medium,100,18,Low,Intolerant,,,
ARGL4,Arctostaphylos glauca,bigberry manzanita,[CA],Perennial,"Tree, Shrub",Native,,Photo,Spring,,White,Yes,Brown,No,Slow,18,Long,None,Yes,Yes,No,High,Low,16,30,None,Intermediate,Late Winter,Winter,Spring
ARHA10,Arachis hagenbeckii,rhizoma peanut,[GA],Perennial,Forb/herb,Introduced,,Photo,"Spring, Summer, Fall",Rapid,Yellow,Yes,,No,Rapid,1.3,Long,None,Yes,Yes,No,Medium,Medium,60,20,Low,Intolerant,Mid Summer,,
ARHE12,Araucaria heterophylla,Norfolk Island pine,"[FL, PW, UM]",Perennial,Tree,Introduced,,Photo,,,,No,Brown,No,Rapid,50,Moderate,Slight,No,No,No,Medium,,157,36,Medium,Intermediate,,Summer,Fall
ARHO2,Arabis holboellii,Holboell's rockcress,"[AK, AZ, CA, CO, ID, MI, MN, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY]","Biennial, Perennial",Forb/herb,Native,,Photo,Spring and Summer,,Purple,Yes,Brown,No,Moderate,2.0,Short,None,Yes,Yes,No,Medium,Medium,60,6,None,Intermediate,Mid Spring,Spring,Summer
ARKI,Arenaria kingii,King's sandwort,"[CA, CO, ID, MT, NV, OR, UT, WY]",Perennial,"Subshrub, Forb/herb",Native,,Photo,Spring and Summer,Slow,,No,Brown,No,Moderate,0.7,Short,None,No,Yes,Yes,Low,Low,20,11,None,Intolerant,Summer,Summer,Fall
ARLA2,Arctagrostis latifolia,wideleaf polargrass,[AK],Perennial,Graminoid,Native,,Photo,Spring and Summer,Slow,Yellow,No,Brown,No,Slow,1.8,Long,None,Yes,Yes,Yes,Low,High,60,24,None,Intolerant,Late Spring,Summer,Summer
